SKU,Name,Brand,Category,Price,Cost Price,Description,Image URL,Stock,Tags
"777284","BLACK HAIR PINS","BLACK","Hair Care","0.5","0.25886","BLACK HAIR PINS - Premium quality beauty product","","100","Hair Care, BLACK"
"777377","URINE BAG (2000ML)","URINE","Personal Care","0.85","0.259","URINE BAG (2000ML) - Premium quality beauty product","","100","Personal Care, URINE"
"777332","ALFAREP INSECT REPELLENT","ALFAREP","Personal Care","4.35","2.051","ALFAREP INSECT REPELLENT - Premium quality beauty product","","100","Personal Care, ALFAREP"
"773322222","ENTEROLACTIS 30 CAP","ENTEROLACTIS","Personal Care","23","15.862","ENTEROLACTIS 30 CAP - Premium quality beauty product","","100","Personal Care, ENTEROLACTIS"
"772","TOMATO SUPER CAST","TOMATO","Personal Care","3","2.051","TOMATO SUPER CAST - Premium quality beauty product","","100","Personal Care, TOMATO"
"77277","I MED UNDERPAD BED SHEET","Generic","Personal Care","10","1.781","I MED UNDERPAD BED SHEET - Premium quality beauty product","","100","Personal Care, Generic"
"777837229249","BIOLIFE BITTER ALMOND OIL 50ML","BIOLIFE","Hair Care","2.5","0.888","BIOLIFE BITTER ALMOND OIL 50ML - Premium quality beauty product","","100","Hair Care, BIOLIFE"
"737383722327","PALMERS OLIVE OIL FORMULA","Palmers","Hair Care","3","2.06","PALMERS OLIVE OIL FORMULA - Premium quality beauty product","","100","Hair Care, Palmers"
"737383722396","PALMERS OLIVE OIL COND 400 ML","Palmers","Hair Care","9.75","4.48667","PALMERS OLIVE OIL COND 400 ML - Premium quality beauty product","","100","Hair Care, Palmers"
"737383722622","PALMER-S OLIVE OIL BODY LOTION PUMP (400ML)","PALMER","Skin Care","10","6.84","PALMER-S OLIVE OIL BODY LOTION PUMP (400ML) - Premium quality beauty product","","100","Skin Care, PALMER"
"737383722867","PALMERS OLIVE BUTTER LOTION 50ML","Palmers","Skin Care","1.9","1.08333","PALMERS OLIVE BUTTER LOTION 50ML - Premium quality beauty product","","100","Skin Care, Palmers"
"737383733322","PALMER-S COCONUT OIL PROTIN PACK (60 GM)","PALMER","Hair Care","3","1.72525","PALMER-S COCONUT OIL PROTIN PACK (60 GM) - Premium quality beauty product","","100","Hair Care, PALMER"
"737383732374","PALMERS STRONG ROOTS SPARY","Palmers","Personal Care","9.5","5.603","PALMERS STRONG ROOTS SPARY - Premium quality beauty product","","100","Personal Care, Palmers"
"737383732373","PALMERS COCONUT OIL SHAMPOO 400 ML","Palmers","Hair Care","9.75","6.009","PALMERS COCONUT OIL SHAMPOO 400 ML - Premium quality beauty product","","100","Hair Care, Palmers"
"737383743287","PALMERS SKIN THERAPY ROSEHIP FRAGRANCE OIL","Palmers","Skin Care","18","12.3","PALMERS SKIN THERAPY ROSEHIP FRAGRANCE OIL - Premium quality beauty product","","100","Skin Care, Palmers"
"737383743622","PALMER-S HEALS SOFTENS LOTION PUMP (400ML)","PALMER","Skin Care","11","3.76","PALMER-S HEALS SOFTENS LOTION PUMP (400ML) - Premium quality beauty product","","100","Skin Care, PALMER"
"737383743737","PALMERS SKIN THERAPY FACIAL OIL (30 ML)","Palmers","Skin Care","18","12.3","PALMERS SKIN THERAPY FACIAL OIL (30 ML) - Premium quality beauty product","","100","Skin Care, Palmers"
"737383743893","PALMERS COCOA BUTTER FORMULA BODY LOTION 400 ML","Palmers","Skin Care","14.95","10.31","PALMERS COCOA BUTTER FORMULA BODY LOTION 400 ML - Premium quality beauty product","","100","Skin Care, Palmers"
"737383743938","PALMERS COCOA BUTTER FOOT MAGIC (60 GM)","Palmers","Body Care","8.75","4.942","PALMERS COCOA BUTTER FOOT MAGIC (60 GM) - Premium quality beauty product","","100","Body Care, Palmers"
"737383744397","PALMERS INTENSIVE RELIEF HAND CREAM (60G)","Palmers","Skin Care","5.95","3.796","PALMERS INTENSIVE RELIEF HAND CREAM (60G) - Premium quality beauty product","","100","Skin Care, Palmers"
"737383742738","PALMERS CBF COCOA BODY SCRUB","Palmers","Skin Care","11.5","7.86","PALMERS CBF COCOA BODY SCRUB - Premium quality beauty product","","100","Skin Care, Palmers"
"737383747824","PALMERS BIOTIN PACK","Palmers","Health & Supplements","3","2.009","PALMERS BIOTIN PACK - Premium quality beauty product","","100","Health & Supplements, Palmers"
"737383748732","PALMERS COCOA B F LENGH RETENTION SHAMPOO","Palmers","Hair Care","14.95","10.22","PALMERS COCOA B F LENGH RETENTION SHAMPOO - Premium quality beauty product","","100","Hair Care, Palmers"
"737383748736","PALMERS COCOA BUTTER LEAVE-IN CONDITIONER","Palmers","Hair Care","12.5","7.435","PALMERS COCOA BUTTER LEAVE-IN CONDITIONER - Premium quality beauty product","","100","Hair Care, Palmers"
"737383723624","PALMERS RAW SHEA BODY LOTION (400 ML)","Palmers","Skin Care","14.95","10.31","PALMERS RAW SHEA BODY LOTION (400 ML) - Premium quality beauty product","","100","Skin Care, Palmers"
"737383767777","PALMERS SOFT FORMULA WAX (100ML)","Palmers","Personal Care","4.75","3.25","PALMERS SOFT FORMULA WAX (100ML) - Premium quality beauty product","","100","Personal Care, Palmers"
"737383772223","PALMERS SKINSUCCESS FADE CREAM (OILY SKIN) (75GM)","Palmers","Skin Care","15.95","8.836","PALMERS SKINSUCCESS FADE CREAM (OILY SKIN) (75GM) - Premium quality beauty product","","100","Skin Care, Palmers, Oily Skin"
"737383787772","PALMERS SKIN SUCCESS DEEP CLEANSING (250 ML)","Palmers","Skin Care","9.5","4.33333","PALMERS SKIN SUCCESS DEEP CLEANSING (250 ML) - Premium quality beauty product","","100","Skin Care, Palmers"
"737933","BRAN CAP (60CAPS)","BRAN","Personal Care","7.85","4.328","BRAN CAP (60CAPS) - Premium quality beauty product","","100","Personal Care, BRAN"
"733333","CANNULA IV PINK LARG","CANNULA","Medical Supplies","0.5","0.20285","CANNULA IV PINK LARG - Premium quality beauty product","","100","Medical Supplies, CANNULA"
"733262","COLLOMACK SOL (10ML)","COLLOMACK","Personal Care","3.9","2.38925","COLLOMACK SOL (10ML) - Premium quality beauty product","","100","Personal Care, COLLOMACK"
"732744777283","OLD SPICE 920G","Old Spice","Personal Care","4.25","3","OLD SPICE 920G - Premium quality beauty product","","100","Personal Care, Old Spice"
"732744738697","OLD SPICE ORIGNAL 85G","Old Spice","Personal Care","4.25","2.5","OLD SPICE ORIGNAL 85G - Premium quality beauty product","","100","Personal Care, Old Spice"
"732733","FORAMEN MENTA","FORAMEN","Personal Care","4.9","3.35","FORAMEN MENTA - Premium quality beauty product","","100","Personal Care, FORAMEN, Men"
"7342","OXIMETER","OXIMETER","Medical Supplies","12","6.034","OXIMETER - Premium quality beauty product","","100","Medical Supplies, OXIMETER"
"7347377","TENDY تلميع اظافر","TENDY","Personal Care","2","0.733","TENDY تلميع اظافر - Premium quality beauty product","","100","Personal Care, TENDY"
"736732","DISPOSABLE PLASTIC GLOVES","DISPOSABLE","Medical Supplies","1","0.43","DISPOSABLE PLASTIC GLOVES - Premium quality beauty product","","100","Medical Supplies, DISPOSABLE"
"737789","عكاز كوع ثابت CRUTCH","Generic","Medical Supplies","16","5.733","عكاز كوع ثابت CRUTCH - Premium quality beauty product","","100","Medical Supplies, Generic"
"737793","فرشاة شعر","Generic","Hair Care","4.5","2.802","فرشاة شعر - Premium quality beauty product","","100","Hair Care, Generic"
"737833","مشط كف ناعم","Generic","Personal Care","0.5","0.3","مشط كف ناعم - Premium quality beauty product","","100","Personal Care, Generic"
"739377323933","JERGENS SKIN SMOOTHING LOTION 200 ML","Jergens","Skin Care","4","3.132","JERGENS SKIN SMOOTHING LOTION 200 ML - Premium quality beauty product","","100","Skin Care, Jergens"
"722277947238","SPEED STICK OCEAN SURF (51G)","Speed Stick","Personal Care","2.75","1.65","SPEED STICK OCEAN SURF (51G) - Premium quality beauty product","","100","Personal Care, Speed Stick"
"722277943222","SPEED STICK REGULAR","Speed Stick","Personal Care","4","2.216","SPEED STICK REGULAR - Premium quality beauty product","","100","Personal Care, Speed Stick"
"722277927333","SPEED STICK POWER OF NATURE MEN","Speed Stick","Personal Care","2.75","1.65","SPEED STICK POWER OF NATURE MEN - Premium quality beauty product","","100","Personal Care, Speed Stick, Men"
"722277963236","TEEN SPIRIT STRAWBERRY","Teen Spirit","Personal Care","3.25","2.036","TEEN SPIRIT STRAWBERRY - Premium quality beauty product","","100","Personal Care, Teen Spirit"
"722277964783","TEEN SPIRIT PINK CRUSH","Teen Spirit","Personal Care","3.5","2.036","TEEN SPIRIT PINK CRUSH - Premium quality beauty product","","100","Personal Care, Teen Spirit"
"72223","CANNULA IV GREY","CANNULA","Medical Supplies","0.65","0.33","CANNULA IV GREY - Premium quality beauty product","","100","Medical Supplies, CANNULA"
"72222332224","JAMIESON VITAMIN C ANTIIOXIDANT SUPPORT(30 TAB)","Jamieson","Health & Supplements","5.9","2.665","JAMIESON VITAMIN C ANTIIOXIDANT SUPPORT(30 TAB) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"72432","POWER PLUS 30CAP","POWER","Personal Care","8.5","2.468","POWER PLUS 30CAP - Premium quality beauty product","","100","Personal Care, POWER"
"737747","CANNULA IV BLUE SMALL","CANNULA","Medical Supplies","0.5","0.172","CANNULA IV BLUE SMALL - Premium quality beauty product","","100","Medical Supplies, CANNULA"
"737324","POWDER SPONGE","POWDER","Make Up","1.5","1.0255","POWDER SPONGE - Premium quality beauty product","","100","Make Up, POWDER"
"737768773629","SUNDOWN PAPAYAA ENZYME (100 CHEWABLE TAB)","Sundown","Personal Care","12.9","9.6","SUNDOWN PAPAYAA ENZYME (100 CHEWABLE TAB) - Premium quality beauty product","","100","Personal Care, Sundown, Sun Protection"
"737768733272","SUNDOWN CRANBERRY ( 25000 MG) (30 CAP)","Sundown","Personal Care","11.9","7.461","SUNDOWN CRANBERRY ( 25000 MG) (30 CAP) - Premium quality beauty product","","100","Personal Care, Sundown, Sun Protection"
"737768233437","SUNDOWN PERFECT IRON  (100 TABLETS)","Sundown","Health & Supplements","13.9","8.6","SUNDOWN PERFECT IRON  (100 TABLETS) - Premium quality beauty product","","100","Health & Supplements, Sundown, Sun Protection"
"733277772469","ARM&HAMMER ESSENTIAL 71G","ARM&HAMMER","Personal Care","3","2.051","ARM&HAMMER ESSENTIAL 71G - Premium quality beauty product","","100","Personal Care, ARM&HAMMER"
"732777977879","SPEED STICK IRISH SPRING 51G","Speed Stick","Personal Care","2.75","1.65","SPEED STICK IRISH SPRING 51G - Premium quality beauty product","","100","Personal Care, Speed Stick"
"737777877937","SECRET ROSEWATER DEODORANT","Secret","Body Care","3","2.051","SECRET ROSEWATER DEODORANT - Premium quality beauty product","","100","Body Care, Secret"
"7447477","ARTELAC ADVANCED E/D (30*0.5ML)","ARTELAC","Personal Care","8.63","5.67175","ARTELAC ADVANCED E/D (30*0.5ML) - Premium quality beauty product","","100","Personal Care, ARTELAC"
"748226299227","ASTONISH MOULD & MILDEW BLASTER","ASTONISH","Personal Care","4","2.25","ASTONISH MOULD & MILDEW BLASTER - Premium quality beauty product","","100","Personal Care, ASTONISH"
"728777774498","MAXFRESH   BRUSH","MAXFRESH","Personal Care","3.2","2.352","MAXFRESH   BRUSH - Premium quality beauty product","","100","Personal Care, MAXFRESH"
"762727","OK MEN CARE GEL 8ML","Generic","Skin Care","4.5","1.37778","OK MEN CARE GEL 8ML - Premium quality beauty product","","100","Skin Care, Generic, Men"
"764642727324","B COMPLEX &VITC 100CAP JAMI","Generic","Personal Care","12.9","8.741","B COMPLEX &VITC 100CAP JAMI - Premium quality beauty product","","100","Personal Care, Generic"
"764642727334","JAMIESON VIT C 500 CHEWABLE (100+20TABLETS)","Jamieson","Health & Supplements","13.9","9.418","JAMIESON VIT C 500 CHEWABLE (100+20TABLETS) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642727376","JAMIESON VITAMIN E (400 IU) (100+20 SOFTGELS)","Jamieson","Skin Care","19.9","13.484","JAMIESON VITAMIN E (400 IU) (100+20 SOFTGELS) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642727697","VITAMIN B12 (250MCG) (100TAB)","VITAMIN","Health & Supplements","9.9","6.708","VITAMIN B12 (250MCG) (100TAB) - Premium quality beauty product","","100","Health & Supplements, VITAMIN"
"764642723227","JAMIESON (VIT C) (1000MG) TIMED RELEASE (100CAPLETS)","Jamieson","Personal Care","12.9","8.741","JAMIESON (VIT C) (1000MG) TIMED RELEASE (100CAPLETS) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642723632","JAMIESON CRANBERRY COMPLEX ( 30 CAPSULES )","Jamieson","Health & Supplements","12.9","8.741","JAMIESON CRANBERRY COMPLEX ( 30 CAPSULES ) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642722773","JAMIESON NIACIN 500MG 100 CAPLETS","Jamieson","Personal Care","10.9","7.385","JAMIESON NIACIN 500MG 100 CAPLETS - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642722389","JAMIESON POTASSIUM 50 MG","Jamieson","Personal Care","9.9","6.708","JAMIESON POTASSIUM 50 MG - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642722882","JAMIESON CHROMIUM 200MCG 100 TABLET","Jamieson","Health & Supplements","10.9","6.9035","JAMIESON CHROMIUM 200MCG 100 TABLET - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642723933","JAMIESON SELENIUM (100MCG)(100TAB)","Jamieson","Personal Care","7.9","3.56867","JAMIESON SELENIUM (100MCG)(100TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642726733","JAMIESON VITAMI C CHEWABLE (30 TAB)","Jamieson","Personal Care","6.9","4.675","JAMIESON VITAMI C CHEWABLE (30 TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642726747","JAMIESON VITAMINE E ( 400 IU) (30 SOFTGELS )","Jamieson","Skin Care","8.9","6.03","JAMIESON VITAMINE E ( 400 IU) (30 SOFTGELS ) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642727273","JAMIESON OMEGA 3.6.9 (80+20 SOFTGELS)","Jamieson","Skin Care","20.9","14.161","JAMIESON OMEGA 3.6.9 (80+20 SOFTGELS) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642727297","JAMIESON IRON (35 GM) (60 CAP)","Jamieson","Personal Care","8.9","4.5225","JAMIESON IRON (35 GM) (60 CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642728768","JAMIESON SAW PALMETTO","Jamieson","Personal Care","17.9","12.128","JAMIESON SAW PALMETTO - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642728782","JAMIESON  MILK THISTLE ( 60 CAP)","Jamieson","Personal Care","14.9","10.096","JAMIESON  MILK THISTLE ( 60 CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642729874","JAMIESON COD LIVER OIL (100 SOFTGELS )","Jamieson","Skin Care","9.9","6.708","JAMIESON COD LIVER OIL (100 SOFTGELS ) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642742732","JAMIESON ODOURLESS GARLIC (500MG)(100 CAP)","Jamieson","Personal Care","9.9","6.708","JAMIESON ODOURLESS GARLIC (500MG)(100 CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642742736","JAM VIT E 800 IU (50+15 CAPSULES)","JAM","Health & Supplements","21.9","12.98413","JAM VIT E 800 IU (50+15 CAPSULES) - Premium quality beauty product","","100","Health & Supplements, JAM"
"764642742897","JAMIESON SALMON OIL FISH (1000MG) (120 CAP)","Jamieson","Hair Care","15.9","8.65688","JAMIESON SALMON OIL FISH (1000MG) (120 CAP) - Premium quality beauty product","","100","Hair Care, Jamieson"
"764642742762","JAMIESON FOLIC ACID (1MG) (100TAB)","Jamieson","Personal Care","7.9","5.353","JAMIESON FOLIC ACID (1MG) (100TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642742326","JAMIESON GLUCOSAMINE CHONDROITIN (60 CAP)","Jamieson","Personal Care","17.9","12.128","JAMIESON GLUCOSAMINE CHONDROITIN (60 CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642747397","JAMIESON COQ10 (120 MG) (30CAP)","Jamieson","Personal Care","16.9","11.451","JAMIESON COQ10 (120 MG) (30CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642747777","JAMIESON NT-OX (60 CAPSULES)","Jamieson","Health & Supplements","13.9","9.418","JAMIESON NT-OX (60 CAPSULES) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642747879","JAMIESON BASIC VITA VIM (90CAPLETS)","Jamieson","Personal Care","16.9","11.451","JAMIESON BASIC VITA VIM (90CAPLETS) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642747967","JAMIESON ZINC (25 MG) (100 TAB)","Jamieson","Personal Care","9.9","4.68106","JAMIESON ZINC (25 MG) (100 TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642727464","JAMIESON B12 100","Jamieson","Personal Care","14.9","10.096","JAMIESON B12 100 - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642727633","JAMIESON PROBIOTIC 10 BILLION ( 30 CAPSULES)","Jamieson","Health & Supplements","18.9","12.806","JAMIESON PROBIOTIC 10 BILLION ( 30 CAPSULES) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642727648","JAMIESON PROBIOTIC 15 CAP","Jamieson","Health & Supplements","18.9","12.806","JAMIESON PROBIOTIC 15 CAP - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642729892","JAMIESON GINKGO MAX 120 (90 CAPSULES)","Jamieson","Health & Supplements","14.9","10.096","JAMIESON GINKGO MAX 120 (90 CAPSULES) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642762323","JAMIESON MELATONINE 5 MG","Jamieson","Personal Care","13.9","7.0635","JAMIESON MELATONINE 5 MG - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642778896","JAMIESON CURCUMINE (60 CAPS)","Jamieson","Personal Care","15.9","10.773","JAMIESON CURCUMINE (60 CAPS) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642779433","JAMIESON FLAXSEED OIL (1000MG) (60 SOFTGELS)","Jamieson","Skin Care","9.9","6.708","JAMIESON FLAXSEED OIL (1000MG) (60 SOFTGELS) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642779428","JAMIESON FOLIC ACID (400MCG)(200 TAB)","Jamieson","Personal Care","9.9","4.472","JAMIESON FOLIC ACID (400MCG)(200 TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642779429","JAMIESON CALCIUM MAGNESIUM+VITD3 (100+100 CAPSULES)","Jamieson","Health & Supplements","14.9","10.096","JAMIESON CALCIUM MAGNESIUM+VITD3 (100+100 CAPSULES) - Premium quality beauty product","","100","Health & Supplements, Jamieson"
"764642779497","JAMIESON MAGNESIUM (250 MG) (90 CAP)","Jamieson","Personal Care","11.9","6.09204","JAMIESON MAGNESIUM (250 MG) (90 CAP) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642779647","JAMIESON EVENING PRIMROSE OIL (90 SOFTGELS)","Jamieson","Skin Care","16.9","11.451","JAMIESON EVENING PRIMROSE OIL (90 SOFTGELS) - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642797326","JAMIESON PRBIOTIC 60 CAP","Jamieson","Personal Care","25.9","17.549","JAMIESON PRBIOTIC 60 CAP - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642797388","JAMIESON MAGNESIUM (100MG)(100 TAB)","Jamieson","Personal Care","8.9","5.87925","JAMIESON MAGNESIUM (100MG)(100 TAB) - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642797437","JAMIESON K2 120 MCG +D3 1000UI 30 SOFTGELS","Jamieson","Skin Care","11.9","7.724","JAMIESON K2 120 MCG +D3 1000UI 30 SOFTGELS - Premium quality beauty product","","100","Skin Care, Jamieson"
"764642797482","JAMIESON IRON/FER 28MG 90CAP","Jamieson","Personal Care","13.9","9.418","JAMIESON IRON/FER 28MG 90CAP - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642793727","JAMIESON IRON PLUS B12","Jamieson","Personal Care","16.9","10.01963","JAMIESON IRON PLUS B12 - Premium quality beauty product","","100","Personal Care, Jamieson"
"764642377822","JAMIESON OMEGA  3 90SOFTGEL","Jamieson","Skin Care","18.9","12.806","JAMIESON OMEGA  3 90SOFTGEL - Premium quality beauty product","","100","Skin Care, Jamieson"
"768372377222","ORAL B CAVTY PROTECTION 475 ML","ORAL","Personal Care","3.5","1.75","ORAL B CAVTY PROTECTION 475 ML - Premium quality beauty product","","100","Personal Care, ORAL"
"777337732332","BIC FLEX 5 (2 FLEXIBLE BLADES)","BIC","Personal Care","5.5","3.41","BIC FLEX 5 (2 FLEXIBLE BLADES) - Premium quality beauty product","","100","Personal Care, BIC"
"777273733374","NEUTROGENA SOAP ACNE","Neutrogena","Skin Care","4","2.586","NEUTROGENA SOAP ACNE - Premium quality beauty product","","100","Skin Care, Neutrogena, Acne"
"773663779749","FRUIT VITAMINE (E) SKIN CRREAM (113G)","FRUIT","Skin Care","4.75","1.509","FRUIT VITAMINE (E) SKIN CRREAM (113G) - Premium quality beauty product","","100","Skin Care, FRUIT"
"772732967734","GEM MUSTACHE SCISSORS&COMB","GEM","Personal Care","2","0.65","GEM MUSTACHE SCISSORS&COMB - Premium quality beauty product","","100","Personal Care, GEM"
"7734738333887","BABARIA ONION SHAMPOO 700ML 1+1 OFFER","BABARIA","Hair Care","7.5","5.5","BABARIA ONION SHAMPOO 700ML 1+1 OFFER - Premium quality beauty product","","100","Hair Care, BABARIA"
"7734738333897","BABARIA COCO SHAMPOO OFFER","BABARIA","Hair Care","7.5","5.5","BABARIA COCO SHAMPOO OFFER - Premium quality beauty product","","100","Hair Care, BABARIA"
"7734738333973","BABARIA OLIVE OIL SHAMPOO OFFER","BABARIA","Hair Care","7.5","5.5","BABARIA OLIVE OIL SHAMPOO OFFER - Premium quality beauty product","","100","Hair Care, BABARIA"
"7734738333927","BABARIA ROLL ON INVISIBLE OFFER","BABARIA","Personal Care","5","3.44","BABARIA ROLL ON INVISIBLE OFFER - Premium quality beauty product","","100","Personal Care, BABARIA"
"7734738333934","BABARIA ROLL ON ZERO OFFER","BABARIA","Personal Care","5","3.44","BABARIA ROLL ON ZERO OFFER - Premium quality beauty product","","100","Personal Care, BABARIA"
"7734738333943","BABARIA DEODRANT DOUBLE EFFECT 48H TWIN PACK","BABARIA","Personal Care","5","3.44","BABARIA DEODRANT DOUBLE EFFECT 48H TWIN PACK - Premium quality beauty product","","100","Personal Care, BABARIA"
"7734738333928","BABARIA ROLL ON SKIN PROTECT OFFER 1+1","BABARIA","Skin Care","5","3.44","BABARIA ROLL ON SKIN PROTECT OFFER 1+1 - Premium quality beauty product","","100","Skin Care, BABARIA"
"7734738333962","BABARIA DEODRANT MEN 48H TWIN PACK","BABARIA","Personal Care","5","3.44","BABARIA DEODRANT MEN 48H TWIN PACK - Premium quality beauty product","","100","Personal Care, BABARIA, Men"
"7734738334763","BABARIA WIPES ROSE OFFER","BABARIA","Personal Care","4.99","4","BABARIA WIPES ROSE OFFER - Premium quality beauty product","","100","Personal Care, BABARIA"
"7734738334322","BABARIA TEA TREE & VINGER SHAMPOO OFFER","BABARIA","Hair Care","7.5","5.5","BABARIA TEA TREE & VINGER SHAMPOO OFFER - Premium quality beauty product","","100","Hair Care, BABARIA"
"779477277373","DOVE ORIGINAL CLEAN STICK 74G","Dove","Personal Care","4.5","2.95","DOVE ORIGINAL CLEAN STICK 74G - Premium quality beauty product","","100","Personal Care, Dove"
"779477277472","DOVE SENSITIVE STICK 74G","Dove","Personal Care","4.5","2.95","DOVE SENSITIVE STICK 74G - Premium quality beauty product","","100","Personal Care, Dove, Sensitive Skin"
"787","ROYAL NAIL CLIPPER مقص اضافر رويل","ROYAL","Make Up","1.5","0.668","ROYAL NAIL CLIPPER مقص اضافر رويل - Premium quality beauty product","","100","Make Up, ROYAL"
"./7877624782944","ALWAYS MAXI THICK NIGHT BLUE (7PADS)","ALWAYS","Personal Care","1.25","0.5905","ALWAYS MAXI THICK NIGHT BLUE (7PADS) - Premium quality beauty product","","100","Personal Care, ALWAYS"
"783778777742","CARMEX  CLICK STICK","CARMEX","Personal Care","4.95","3.38","CARMEX  CLICK STICK - Premium quality beauty product","","100","Personal Care, CARMEX"
"783778423344","CARMEX TUBE","CARMEX","Personal Care","4.95","2.62667","CARMEX TUBE - Premium quality beauty product","","100","Personal Care, CARMEX"
"79732723","URIAGE BARIESUN CREME TINTED OFFER","URIAGE","Personal Care","25.95","18.11","URIAGE BARIESUN CREME TINTED OFFER - Premium quality beauty product","","100","Personal Care, URIAGE, Sun Protection"
"794922928396","FERROPLUS( 30CAP)","FERROPLUS(","Personal Care","11.75","6.269","FERROPLUS( 30CAP) - Premium quality beauty product","","100","Personal Care, FERROPLUS("
"37786","OPALESCENCE WHITENING T-P","OPALESCENCE","Personal Care","13.53","8.8885","OPALESCENCE WHITENING T-P - Premium quality beauty product","","100","Personal Care, OPALESCENCE, Brightening"
"3737272","GLOVES شفاف","GLOVES","Medical Supplies","1","0.372","GLOVES شفاف - Premium quality beauty product","","100","Medical Supplies, GLOVES"
"33773","COREGA ULTRA FIXATIVE CREAM","COREGA","Skin Care","3.5","2.34433","COREGA ULTRA FIXATIVE CREAM - Premium quality beauty product","","100","Skin Care, COREGA"
"333977","MEDICARE 7 DAYS AM/PM PILL BOX","MEDICARE","Personal Care","3","1.95","MEDICARE 7 DAYS AM/PM PILL BOX - Premium quality beauty product","","100","Personal Care, MEDICARE"
"332244","ORAL IRRIGATOR","ORAL","Personal Care","15","9.99","ORAL IRRIGATOR - Premium quality beauty product","","100","Personal Care, ORAL"
"33378","SPOTLESS FACE CREAM  NEW","SPOTLESS","Skin Care","3.2","0.952","SPOTLESS FACE CREAM  NEW - Premium quality beauty product","","100","Skin Care, SPOTLESS"
"3332","HAND SOAP #SAFE HANDS","HAND","Body Care","2","1.367","HAND SOAP #SAFE HANDS - Premium quality beauty product","","100","Body Care, HAND"
"3369","CLINICAL THERMOMETERS","CLINICAL","Medical Supplies","13","7.759","CLINICAL THERMOMETERS - Premium quality beauty product","","100","Medical Supplies, CLINICAL"
"32727343","PILL CUTTER","PILL","Personal Care","2","1","PILL CUTTER - Premium quality beauty product","","100","Personal Care, PILL"
"323362479892","NEWGEL+E  SILICONE GEL","NEWGEL+E","Skin Care","36","21.04","NEWGEL+E  SILICONE GEL - Premium quality beauty product","","100","Skin Care, NEWGEL+E"
"323426789","CHAP ET","CHAP","Personal Care","60","10","CHAP ET - Premium quality beauty product","","100","Personal Care, CHAP"
"32342678937","EPSOM SALTS","EPSOM","Personal Care","1.25","0.64463","EPSOM SALTS - Premium quality beauty product","","100","Personal Care, EPSOM"
"323426789374","LUDERM NIACINAMIDE CLEANSER 120ML","LUDERM","Skin Care","12.8","6.95","LUDERM NIACINAMIDE CLEANSER 120ML - Premium quality beauty product","","100","Skin Care, LUDERM"
"3236624","BETWEEN FINGERS SPONGE","BETWEEN","Personal Care","1","0.388","BETWEEN FINGERS SPONGE - Premium quality beauty product","","100","Personal Care, BETWEEN"
"323789","MIXING BOTTLE 100ML","MIXING","Personal Care","0.5","0.3","MIXING BOTTLE 100ML - Premium quality beauty product","","100","Personal Care, MIXING"
"324266","الحجامة الاسلامية كبيرة","Generic","Personal Care","5.5","2.546","الحجامة الاسلامية كبيرة - Premium quality beauty product","","100","Personal Care, Generic"
"322226","BEIKV. BOTTLE 125ML","BEIKV.","Personal Care","6.5","3.076","BEIKV. BOTTLE 125ML - Premium quality beauty product","","100","Personal Care, BEIKV."
"32242229228366","CUT AND CARE GOLD TWEEZERS","CUT","Personal Care","2","1.14857","CUT AND CARE GOLD TWEEZERS - Premium quality beauty product","","100","Personal Care, CUT"
